dataset_id,text_id,original,target_cefr,simplified,model,name,prompt_type,target
tsar2025testblind,63-a2,"Historically, more bridges were made of wood and were much more susceptible to fire. This was particularly true of old-fashioned train bridges, where the spark created by the steel wheels and steel tracks could sometimes cause a bridge to catch fire and burn to the ground.",A2,"
In the past, many bridges were built with wood, and wood burns easily. This was a problem for old train bridges, because sparks from the train wheels could start fires and destroy them.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,64-a2,"It is impossible to know how street art will develop in the future but certain trends are emerging. While most street artists are young people who paint in their city or neighbourhood, more and more street artists are travelling and working around the globe. Other artists are using the internet to talk to each other and share photos of their work. Also, the art world is giving more recognition to street art as a legitimate art form. Although we don't know what will happen to street art in the future, we can be sure that it is here to stay!",A2,"
We can’t know what will happen to street art, but we can see some changes. Many street artists are young and work near their homes. But now, more artists are travelling to different countries to create art. They also use the internet to connect and show their work. More and more people in the art world think street art is important. We don’t know the future, but street art will continue to exist!



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,65-a2,"Suzanne Collines has always found news programmes of wars upsetting. When she was a child, her father was a pilot in the US Air Force and he fought in Vietnam. Her mother tried to protect her by not telling her what was happening in the war, but she still saw news programmes about the war and knew that her dad was there. It was a very frightening experience for her.",A2,"Suzanne Collines doesn’t like watching news about wars. When she was young, her father was a pilot and fought in the Vietnam War. Her mother didn’t want her to worry, so she tried to hide the news. But Suzanne still saw the news and knew her father was in danger. This made her very scared.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,66-a2,"In a global survey conducted by PricewaterhouseCoopers (PwC), more than 40,000 millennial (born between 1983 and 1993) and non-millennial responses were collected on the topics of workplace culture, communication and working styles, pay structure, career development, work–life balance, etc. In a separate global survey conducted by Deloitte, more than 10,000 millennials participated in a study about their perceptions of the threats and opportunities in the complex world of work.",A2,"

PwC asked over 40,000 people – including millennials (born between 1983 and 1993) and others – about their work. They asked about things like company culture, how people communicate, pay, and work-life balance.

Deloitte also did a survey. They asked more than 10,000 millennials what they think about the challenges and good things happening in the world of work.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,67-a2,"Erik Weihenmayer from the United States is a multi-adventurer. He's ridden a bike through the deserts of Morocco, kayaked through the Grand Canyon and climbed Everest. Amazingly, Erik has been blind since the age of 13. Apart from his travels, he tries to encourage people with disabilities to live active lives and takes groups of young blind people on climbing expeditions.",A2,"
Erik Weihenmayer is from the USA. He likes adventures! He has cycled in Morocco, been in a kayak in the Grand Canyon, and climbed Mount Everest. Erik is blind, but he became blind when he was 13 years old. He also helps people with disabilities. He wants them to be active and takes blind young people climbing.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,68-a2,"Democratised online platforms are providing a chance for people to make a quick buck or two. To give an example, busy parents previously might not have bothered with setting up a stall at the local market or car boot sale to sell their children's old equipment, but with online marketplaces, parents are now able to sell on those hardly worn baby clothes that their children have outgrown and the expensive pushchairs and baby equipment they have invested in, so as to put some cash back into their pockets.",A2,"
It’s now easy for people to earn a little extra money online. For example, parents who are busy might not have time to sell things at a market. But now, they can easily sell their children’s old clothes and baby things online. This helps them get some money back when their children grow out of things.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,69-a2,"Pi and Richard Parker spend 227 days in the lifeboat. They live through hunger, illness and exhaustion. They endure violent storms and the burning heat of the Pacific sun, but somehow they survive. At times, Pi finds comfort in his three religions, but at other times he is overcome with loneliness and despair. Finally, the Mexican coast appears on the horizon and everything changes. It would be a shame to give away the ending, so you will have to read the book yourself to find out what happens to Pi and Richard Parker once land is in sight.",A2,"

Pi and Richard Parker are in a small boat for 227 days. It is a very difficult time. They are hungry, sick, and very tired. The weather is bad, with strong storms and hot sun. But they stay alive. Pi sometimes feels better when he thinks about his religion, but often he feels very sad and alone. Then, one day, they see land! Everything changes after that. I won't tell you what happens next – you need to read the book to find out!



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,70-a2,"Chloe arrived home from school, made herself a cup of coffee and took it up to her bedroom. She had some homework to do, but that could wait for later. She wanted to enjoy the quiet hour before her parents arrived home and the house filled up with the evening sounds of chatter, television or her dad listening to his beloved jazz while he cooked dinner. She liked this time of day too because she could play with her pet rats.",A2,"
Chloe came home from school and made a coffee. She took it to her bedroom. She had homework, but she wanted to relax first. She liked having a quiet time before her parents came home and the house got noisy with talking, TV, or her dad’s music. She also liked this time because she could play with her rats.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,71-a2,"In 2010, the planetary defence team at NASA had identified and logged 90 per cent of the asteroids near Earth measuring 1km wide. These 'near-Earth objects', or NEOs, are the size of mountains and include anything within 50 million kilometres of Earth's orbit. With an estimated 50 left to log, NASA says none of the 887 it knows about are a significant danger to the planet.",A2,"
In 2010, NASA knew about almost all big asteroids near Earth – those bigger than a kilometre wide. These asteroids are very large, like mountains. They are called 'near-Earth objects'. NASA is watching these asteroids, and says that the ones they know about (887 of them) won’t hit Earth. There are still about 50 more to find.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,72-a2,"Having decided to go to school, Auggie then has to face his first day. Like every child starting at a new school, he is really anxious. But because of the way he looks, it's an agonising experience. Nobody wants to sit next to him and he notices other kids staring at him or talking about him behind their hands. Fortunately, he makes friends with Jack, a boy in his class, and Summer, a girl he chats with at lunch. But it's not just the first day that's hard. Auggie soon learns that his classmates don't want to touch him for fear of catching 'the plague'. As he goes through the school year, Auggie goes through many intense ups and downs till finally an unexpected and traumatic event at a school camp changes things completely.",A2,"
Auggie wants to go to school, but he’s very nervous about his first day. It’s hard for him because he looks different. Other children stare and don’t want to be near him. Luckily, he makes two friends: Jack and Summer. But school is still difficult. Some children are afraid to touch him. During the year, Auggie has good days and bad days. Then, something shocking happens at a school trip and everything changes.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,73-a2,"The two men looked towards the northern end of the property. It stretched as far as the eye could see. Even the fences were barely visible from where they stood. However bored and rebellious a teenage boy might get, it wasn't possible to escape on foot. Sam looked at the biggest of the horses, kicking at the ground with its heavy hooves. Could the boy ride? he wondered. There was a whole load of trouble a good rider could get into out here, miles away from anyone. But maybe there was even more trouble for someone who knew nothing about horses and wanted to get away from his father.",A2,"
The two men looked north, across the land. It was very big – they could hardly see the fences. A teenage boy couldn’t easily run away from here. Sam watched a large horse, hitting the ground with its feet. He wondered if the boy could ride. A good rider could get into trouble far away from people. But maybe someone who didn’t know horses would have even more trouble trying to escape his father.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,74-a2,"Over 4,000 climbers, aged from thirteen to eighty have been to the top of Everest. Though climbing high mountains in freezing conditions and violent storms is still extremely dangerous, the world's best climbers now look for new challenges. Gerlinde Kaltenbrunner from Austria fell in love with mountain climbing as a teenager. When she left school, she worked as a nurse, but kept climbing in her free time.",A2,"
More than 4,000 people have climbed Mount Everest. They were young and old, from 13 to 80 years old. Climbing high mountains is still dangerous with bad weather, but good climbers want new challenges. Gerlinde Kaltenbrunner from Austria loved climbing mountains when she was a young girl. She worked as a nurse after school, but she continued to climb in her free time.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,75-a2,"Having climbed Everest, Gerlinde decided to climb all fourteen of the world's 8,000 metre peaks. To increase the challenge, Gerlinde climbs without using oxygen tanks. This is risky as low oxygen levels at the top of high mountains can affect brain and body functioning. Gerlinde uses her fame as a climber to support a charity for poor children and orphans in Nepal.",A2,"Gerlinde climbed Everest and then wanted to climb all fourteen of the world’s highest mountains – mountains over 8,000 metres. She makes it harder for herself by not using oxygen. This is dangerous because there is not much oxygen at the top of high mountains, and this can make you ill. Gerlinde uses her success to help a charity that supports children in Nepal who don’t have much money or a family.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,76-a2,"If we look around us at the things we have purchased at some point in our lives, we would no doubt notice that not everything we own is being put to good use: the thick woollen coat which we thought looked trendy despite the fact that we live in a tropical country, the smartphone that got put away when we bought ourselves the newest model, the car that only gets used at the weekends, or even the guest room in our house that somehow got turned into a storeroom.",A2,"

Think about the things you’ve bought. You probably have things you don’t use much. Maybe you have a warm coat, but you live in a hot place. Or an old phone, because you have a new one. Perhaps you only use your car on weekends. Or a guest room that’s now full of boxes.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,77-a2,"Throughout history and across cultures, dreams have been associated with prophecy. People thought dreams were messages from the gods, sent to give us knowledge or insight. Even today, many people can recall a time they dreamed about an event, place or person and then, later, the dream came true in real life.",A2,"
For a long time, people have believed dreams can tell us about the future. In the past, they thought dreams were messages from gods, giving them important information. Even now, many people remember dreaming about something, and then it actually happened later in life.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,78-a2,"Some of the biggest and most expensive transportation projects in the world have involved building bridges. Bridges are crucial links that carry cars, trucks and trains across bodies of water, mountain gorges or other roads. As a result, they are one of the most important aspects of civil engineering and are subject to intense scrutiny, especially when they collapse.",A2,"
Bridges are very important and often cost a lot of money to build. They help us travel by car, truck and train over water, mountains, or other roads. Because they are so important, engineers check them carefully, especially if something goes wrong.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,79-a2,"After weeks of frustration, Gabriela emailed her Swedish manager about the issues she was facing with her team. Her manager simply asked her if she felt her team was still performing, and what she thought would help her better collaborate with her team members. Gabriela found her manager vague and didn't feel as if he was managing the situation satisfactorily.",A2,"
Gabriela was unhappy with her team at work. She emailed her manager in Sweden to explain the problems. He asked her if the team was doing a good job and what could help her work better with them. Gabriela thought her manager didn’t understand the situation and wasn’t helping enough.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,80-a2,"Dogs that live in packs have learnt that humans are more likely to give food to smaller, cuter dogs so those dogs are sent to beg for food for the whole pack. Some dogs have even learnt to use the city's metro system to get from one part of their territory to another! Scientists are not sure how the dogs know when to get off the train. One idea is that they use their excellent sense of smell and have learnt to recognise the scents of their favourite destinations. Another possibility is that they have learnt to recognise the names of stations they hear in announcements. Either way, metro passengers have now got so used to the sight of dogs on the trains that they travel largely unnoticed by locals.",A2,"
Dogs often live in groups. They have learned that people are more likely to give food to small, cute dogs. So, these dogs often ask for food for all the others in the group. Some dogs are very clever – they even use the city trains to travel around! Scientists don’t know how they know when to get off. Maybe they smell their favourite places, or perhaps they learn the names of the stations from the announcements. Now, people in the city are used to seeing dogs on the trains and don’t usually pay them much attention.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,81-a2,"Ed Stafford from the UK is the first person to walk the length of the Amazon River. He started by a small stream in the Andes mountains of Peru and arrived at the river's mouth in Brazil, two years and four months later, having walked 6,000 kilometres. The Amazon rainforest is home to poisonous snakes, crocodiles and jaguars, so Ed was in constant danger. Luckily, he survived with nothing worse than a few thousand mosquito and ant bites. ",A2,"
Ed Stafford is from the UK. He walked the whole Amazon River! It took him two years and four months. He started in Peru, in the mountains, and finished in Brazil, at the sea. He walked 6,000 kilometres.

The Amazon rainforest has dangerous animals like snakes, crocodiles and jaguars. Ed was often in danger, but he was lucky. He only got lots of bites from mosquitos and ants!",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,82-a2,"In Britain, the average person spends more than £1,000 on new clothes a year, which is around four per cent of their income. That might not sound like much, but that figure hides two far more worrying trends for society and for the environment. First, a lot of that consumer spending is via credit cards. British people currently owe approximately £670 per adult to credit card companies. That's 66 per cent of the average wardrobe budget. Also, not only are people spending money they don't have, they're using it to buy things they don't need. Britain throws away 300,000 tons of clothing a year, most of which goes into landfill sites.",A2,"
In the UK, people spend over £1,000 on clothes each year. This is about four per cent of their money. This doesn’t seem like a lot, but it shows some problems. Many people use credit cards to buy clothes, and they owe about £670 each to credit card companies – that’s most of their clothes budget! People are spending money they don’t have on things they don’t really need. The UK throws away 300,000 tons of clothes every year, and most of it goes to waste.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,83-a2,"Ed's walk would have been impossible without technology. He used a radio to ask the people of the rainforest for food and permission to cross their land. Many of them came to meet him and helped guide him through the most difficult terrain. As he walked Ed wrote a blog, recording his day-to-day experiences. He used the media interest in his trip to protest about the destruction of the rainforest and raise money for environmental and children's charities in Brazil and Peru.",A2,"
Ed needed technology to complete his long walk. He used a radio to ask people in the rainforest for food and help to walk through their land. Many people came to meet him and showed him the way through difficult areas. Every day, Ed wrote about his journey on a website called a blog. He also used the attention from newspapers and TV to talk about protecting the rainforest and collect money for charities that help the environment and children in Brazil and Peru.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,84-a2,"Businesses have caught on to the profitability of the sharing economy and are seeking to gain from making use of those underutilised resources. A business model that has rapidly risen in popularity sees companies providing an online platform that puts customers in contact with those who can provide a particular product or service. Companies like Airbnb act as a middleman for people to cash in on their unused rooms and houses and let them out as lucrative accommodation. Another example is Uber, which encourages people to use their own personal cars as taxis to make some extra cash in their free time.",A2,"

Companies are noticing that the ‘sharing economy’ can be very profitable. They want to make money from things people aren’t fully using. A popular new business idea is for companies to create websites that connect customers with people who offer a service or product. For example, Airbnb helps people rent out spare rooms or houses to travellers. Uber lets people use their own cars as taxis to earn money.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,85-a2,"One of the most important modern functions of zoos is supporting international breeding programmes, particularly for endangered species. In the wild, some of the rarest species have difficulty in finding mates and breeding, and they might also be threatened by poachers, loss of their habitat and predators. A good zoo will enable these species to live and breed in a secure environment. In addition, as numbers of some wild species drop, there is an increased danger of populations becoming too genetically similar. Breeding programmes provide a safeguard: zoo-bred animals can be released into the wild to increase genetic diversity.",A2,"Zoos today help to protect animals that are becoming rare. They do this by helping them to have babies in a safe place. Sometimes, rare animals have trouble finding partners in the wild. They can also be in danger from people who hunt them, or because their homes are being destroyed.

Zoos keep these animals safe and help them to breed. This is important because when there are very few of an animal left, they can become too similar genetically. Breeding programmes mean animals born in zoos can be returned to the wild, making the animal population stronger and healthier.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,86-a2,"Both of these kinds of accidents are extremely rare, but boats and trains can cause a bridge to collapse for different reasons. With trains, it's the velocity of the impact that can bring a bridge down. With boats, it's the very large mass they have that can bring about the collapse, even if they are moving very slowly when it occurs. The best way to avoid bridge failures is to plan for them. Modern technologies that can detect structural weakness, safer working environments and better designs can all help to reduce these terrible accidents.",A2,"
These accidents don’t happen often, but boats and trains can both cause bridges to fall down. Trains are dangerous because they move very fast. Boats are dangerous because they are very heavy, even if they move slowly. We can help prevent these accidents by checking bridges for problems, making work safer, and building stronger bridges.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,87-a2,"At first, Pi is terrified of the animals and jumps into the ocean. Then he remembers that there are hungry sharks in the water around him and realises his only option is to climb back into the lifeboat. One by one, the animals in the lifeboat kill and eat each other, till only Pi and the tiger are left. Fortunately for Pi, the tiger, who he names Richard Parker, is seasick and has no immediate interest in eating him.",A2,"
Pi is very scared of the animals and jumps into the sea. But he remembers sharks are in the water, so he swims back to the boat. The animals in the boat start to kill each other, one by one. Soon, only Pi and a tiger are left. Luckily, the tiger, called Richard Parker, is sick and doesn’t want to eat Pi right now.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,88-a2,"When Pi is 16, a new government is elected that his parents don't support. Worried about the future, Pi's parents decide to close the zoo and emigrate to Canada. Some of the animals are sold to zoos in North America and the family travel by ship to Canada taking the animals with them. On the way, there is a terrible storm and the ship sinks. Tragically, Pi's family and the ship's sailors all drown, but Pi finds himself in a lifeboat with a hyena, zebra, orang-utan and an enormous tiger.",A2,"
Pi is 16 years old when a new government is chosen, and his parents don’t like it. They worry about what will happen, so they decide to close their zoo and move to Canada. They sell some animals to other zoos, and travel to Canada by boat with the rest.

During the journey, a big storm comes and the boat sinks. Sadly, Pi’s family and the other people on the boat all die. But Pi finds a small boat and is with a hyena, a zebra, an orang-utan, and a large tiger.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,89-a2,The Hunger Games is a hugely successful book for teenagers and young adults by the American author Suzanne Collins. Since it was published in 2008 it has been translated into 26 different languages and has sold millions of copies around the world. It is also the first book for young readers to sell more than a million electronic copies. The Hunger Games is now a major Hollywood film and is just as successful. It made 152.5 million dollars in its opening weekend in North America alone!,A2,"The Hunger Games is a very popular book for young people, written by Suzanne Collins from America. It came out in 2008 and has been translated into 26 languages. Millions of people have bought it! It was the first young readers’ book to sell over a million copies online. Now it’s also a famous film, and it’s very successful too. It made 152.5 million dollars in its first weekend in North America!



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,90-a2,"Maybe dreams are the result of our mind organising the thoughts we have during the day, but they appear in dreams with symbolic meaning. When we're awake, our thoughts mostly appear in our minds as words, like conversations we have with ourselves. But when we're asleep, the part of our brain that controls language becomes less active while the part that controls emotions becomes more active. ",A2,"Dreams might be how our brain sorts out our thoughts from the day. They often seem strange and full of symbols. When we are awake, we think with words. But when we sleep, our brain changes. The part that helps us with language is quieter, and the part that controls feelings is more active.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,91-a2,"Having good relationships is a big part of being happy. In one study, most happy people were found to have strong ties to friends and family and they made sure they spent time with them regularly. You also need at least one person who you discuss personal feelings with – called 'self-disclosure'. Just one person for a heart-to-heart is enough, together with a network of other relationships. It's not enough to have lots of friends just to do things with or chat to about music or football. That deeper connection is all-important. Some people need to learn how to listen effectively to others in order to develop stronger relationships.",A2,"
Good relationships are important for happiness. A study showed happy people have close friends and family and see them often. It’s also good to have someone you can talk to about your feelings – sharing what you think and feel. You don’t need lots of friends, but it’s important to have a deep connection with at least one person. It’s not enough just to do fun things with friends or talk about hobbies. Sometimes, people need to learn to listen well to make their relationships stronger.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,92-a2,"Psychologist and 'growth mindset' proponent Carol Dweck spoke of the plasticity of the brain and our ability to develop skills and talents that we might not have been good at to start with. Many of us tend to focus our praise on the end result and seemingly innate talents, e.g. 'You really have an eye for details' or 'You have a real talent for organising events'. However, research suggests that by focusing on the process of how things are done – praising effort, experimentation and problem-solving strategies – we can encourage the development of new skills and the continued honing of talents.",A2,"

Carol Dweck, a psychologist, says our brains can change and we can get better at things we find difficult. We often praise people for being naturally good at something, like saying “You’re very good at noticing details” or “You’re a natural at planning”. But research shows it’s better to praise *how* someone does something. If we praise effort, trying new things, and how they solve problems, people are more likely to learn and improve.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,93-a2,"The rover analyses the air around it periodically, and in 2014 it found the air contained another of the most basic organic molecules and a key ingredient of natural gas: methane. One of the characteristics of methane is that it only survives a few hundred years. This means that something, somewhere on Mars, is replenishing the supply. According to NASA, Mars emits thousands of tons of methane at a time. The level of methane rises and falls at seasonal intervals in the year, almost as if the planet is breathing it.",A2,"
The robot vehicle on Mars checks the air regularly. In 2014, it found methane in the air. Methane is a simple molecule and part of natural gas. Methane doesn’t last long – only a few hundred years. So, something on Mars must be making more of it. NASA says Mars releases a lot of methane, thousands of tons at a time. The amount of methane changes with the seasons, like the planet is breathing.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,94-a2,"Early in her career, the psychologist Carol Dweck of Stanford University gave a group of ten-year-olds problems that were slightly too hard for them. One group reacted positively, said they loved challenge and understood that their abilities could be developed. She says they had a 'growth mindset' and are focused on what they can achieve in the future. But another group of children felt that their intelligence was being judged and they had failed. They had a 'fixed mindset' and were unable to imagine improving. Some of these children said they might cheat in the future; others looked for someone who had done worse than them to boost their self-esteem.",A2,"
When Carol Dweck, a psychologist at Stanford University, worked with ten-year-olds, she gave them puzzles that were a little difficult. Some children liked the challenge and believed they could get better with practice. Dweck calls this a ‘growth mindset’ – thinking about what you can achieve. Other children thought the puzzles showed how clever they were, and felt bad when they couldn’t solve them. They had a ‘fixed mindset’ and didn’t believe they could improve. Some of these children said they might copy others, and some tried to feel better by finding someone who did worse than them.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,95-a2,"Horror films love uninhabited places. This could be an abandoned hospital, a scary empty house or a ghost town. There's something about lonely, empty places. What was it like when people lived there? Why did they leave? Maybe it's also that they are so quiet, which can be very scary too. Of course, abandoned places are also handy for horror film directors in that it's more believable that you will have no phone coverage there either.",A2,"

Horror films often use empty places. These can be old, empty hospitals, houses, or towns where nobody lives anymore. These places feel strange because they are lonely and quiet. You might wonder who lived there before and why they left. Quiet places can be scary! Also, it's easy for a film to show there's no phone signal in these places.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,96-a2,"No matter what kind of house it is, the basement is a scary place in horror films. That's usually where something is hiding or where the evil psychopath has hidden their tools. Basements are always dark and often damp. You can only reach them by a narrow staircase. And basements are always creepy, even when there isn't anything down there.",A2,"In horror films, basements are often scary places. Something bad usually happens there – maybe someone is hiding, or a bad person keeps tools. Basements are dark and wet, and you go down narrow stairs. They feel creepy, even if nothing is there.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,97-a2,"Gary Collins, an off-duty policeman, was watching the London riots on TV. He immediately recognised several people and cut his holiday short to help with identification. He ended up spending six months going through the CCTV film and managed to identify 190 people, many from their eyes alone. His help was of decisive importance in the investigation. Even with 200,000 hours of footage, facial recognition software managed to identify just one person.",A2,"
Gary Collins is a policeman. He was on holiday when he saw the London riots on TV. He knew some people in the videos, so he stopped his holiday to help the police. He looked at a lot of CCTV film for six months. He found 190 people, even just by looking at their eyes. This was very important for the police investigation. Computers could only find one person from all the videos, even though there were 200,000 hours of film.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,98-a2,"Personally, I think it's fascinating to consider how we'll speed up our evolution as a species by augmenting our bodies. Imagine if you could implant a computer inside our brain! Soon we'll be able to do just that and enhance our mathematical ability, audiovisual perception and our memory, and this idea is only going to become more and more commonplace.",A2,"

I think it’s really interesting to think about how we can improve ourselves in the future, maybe even by changing our bodies with technology. Imagine having a computer in your brain! Soon, this might be possible. It could help us with things like maths, seeing and hearing, and remembering things. More and more people are starting to think this is a good idea.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,99-a2,"It was a fascinating talk and the speaker really hit the nail on the head with a couple of things. Take parental influence, for instance. How can we expect teenagers not to text while doing their homework when they witness their parents posting on social media while cooking the evening meal or waiting at a red light? She also made a valid point about people wanting to be in two or several places at once. So they switch back and forth between their real-life and online conversations. I see it all the time with my teenage daughter and her friends. They arrange to meet and then sit together in silence while each one engages in a different conversation online.",A2,"The talk was very interesting, and the speaker made some good points. For example, she talked about how parents influence teenagers. It’s hard to tell teenagers not to use their phones when they see their parents using them all the time – like when they’re cooking or driving. She also said people want to do many things at once. They move between talking to people in real life and talking online. I see this with my daughter and her friends. They meet up, but then everyone just looks at their phones and chats with different people online instead of talking to each other.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,100-a2,"As for news stories that make us think the world is an increasingly violent place, there is cause for some optimism too. Between the end of World War II and 1990, there were 30 wars that killed more than 100,000 people. Today there are still civil wars, but countries are mostly co-existing more peacefully than in the past. However, terrorism has shot up in the last few years and, since World War II, wars have killed many more civilians than soldiers. Even for civilians, though, the statistics are not all bad. Although deaths are nine times more likely to be a result of violent crime than political conflict, the global murder rate fell slightly, from 8 per 100,000 people in 2000 to about 5.3 in 2015.",A2,"
It can seem like the world is becoming more violent, but there is also some good news. After World War II, from 1945 to 1990, there were many big wars. Today, there are still wars in some countries, but generally, countries are more peaceful with each other.

However, there has been more terrorism recently. Also, more civilians (normal people) are killed in wars now than soldiers. But even with this, things aren’t completely bad. You are more likely to die from a normal crime than from a war. In fact, the number of murders around the world has even gone down a little, from 8 per 100,000 people in 2000 to 5.3 in 2015.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,101-a2,"Wasfia has dedicated her life to supporting human rights and has witnessed numerous international humanitarian projects in her homeland to educate and train women and girls, but once too often they have been left with nothing when such projects have stopped running. Wasfia saw that Bangladesh needed to stand up for itself and so she brought together two of her passions, mountaineering and human rights, in order to try and change attitudes towards women in her country. She originally took up climbing while working on humanitarian campaigns in Tibet and Nepal, as in a coastal, primarily flat country like Bangladesh most people have never set eyes on a mountain. Her campaign seems to be doing the trick as fellow countrymen and women are sitting up and taking notice along with the rest of the world. ",A2,"
Wasfia works hard to help people’s rights and has seen many projects in Bangladesh to help women and girls get education and training. But often, these projects didn’t continue, and the women were left without support. Wasfia wanted Bangladesh to help itself, so she combined her love of climbing mountains with her work for human rights. She hoped this would change how people think about women in her country. She started climbing while helping people in Tibet and Nepal. In Bangladesh, there are not many mountains, so most people had never seen one before. Now, her work is getting attention – both in Bangladesh and around the world.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,102-a2,"The majority of people believe that developing countries are in a terrible situation: suffering from incredible poverty, governed by dictators and with little hope for any meaningful change. But, surprisingly, this is far from the truth. The reality is that a great transformation is occurring. Over the past 20 years, more than 700 million people have increased their income and come out of poverty. Additionally, six million fewer children die every year from disease, millions more girls are in school and millions of people have access to clean water.",A2,"Many people think life in poor countries is very bad: with a lot of poverty, unfair leaders, and no hope for improvement. But this isn’t completely true. Things are actually getting better. In the last 20 years, over 700 million people have more money and are no longer in extreme poverty. Also, six million fewer children die each year from illness, more girls go to school, and more people have clean water.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
tsar2025testblind,103-a2,"In an attempt to inject some positivity into their feedback, many managers rely on sandwiching negative feedback between two positive comments. However, when feedback becomes such a routine, employees can start to perceive positive feedback as simply a form of sugarcoating the negatives, thus diminishing its value. Instead, positive feedback should not simply be seen as something to cushion the negative, but should be delivered so as to reinforce and encourage good performance.",A2,"

Some managers try to make feedback easier to hear by starting and ending with positive comments around any criticism – like a sandwich. But if this happens often, people may think the positive comments aren’t sincere and don’t mean much. It’s better to give positive feedback to really show someone what they’re doing well and encourage them to keep it up, not just to soften bad news.



",google/gemma-3-27b-it,gemma-3-27b-it_short,A2_PROMPT_SHORT,A2
